id,sentiment
20395,love
21900,love
5040,sadness
3876,neutral
8317,sadness
20046,happiness
1911,worry
19151,neutral
16675,worry
37363,neutral
15214,neutral
3219,neutral
9192,worry
20728,neutral
30821,happiness
11081,worry
27003,worry
5501,neutral
32523,worry
39925,love
35083,neutral
35550,happiness
38908,happiness
1536,worry
25524,neutral
30532,worry
35967,happiness
21193,love
19244,neutral
18734,worry
3074,worry
17520,neutral
36669,happiness
23182,neutral
18808,neutral
14832,worry
2741,sadness
18720,worry
16942,worry
8829,worry
5100,worry
13925,neutral
20937,neutral
18963,neutral
10741,worry
10428,sadness
11965,worry
36824,neutral
26540,neutral
8739,neutral
2182,neutral
33976,happiness
24428,worry
23670,worry
4630,happiness
3461,worry
30884,neutral
27205,worry
12623,worry
16144,worry
2158,sadness
24572,neutral
21641,worry
23875,happiness
33327,happiness
18926,worry
36578,neutral
31266,worry
25511,happiness
4672,worry
6972,love
4265,worry
30059,neutral
26618,happiness
12435,happiness
15117,neutral
21124,happiness
15518,worry
18310,hate
31487,happiness
6181,neutral
19034,neutral
23441,neutral
15499,worry
7560,love
6742,worry
32484,happiness
34244,love
9016,worry
15607,worry
13835,neutral
34735,worry
30490,neutral
22160,fun
35784,neutral
31092,happiness
2308,worry
34677,love
33250,neutral
21535,neutral
26644,happiness
5426,happiness
9841,love
32964,neutral
30647,happiness
7721,love
6188,neutral
25086,happiness
11127,sadness
4785,neutral
1796,neutral
6620,worry
33770,neutral
32899,worry
39704,neutral
15341,neutral
39507,love
2541,happiness
39992,love
15002,worry
33202,love
34429,happiness
12923,hate
12029,sadness
3899,neutral
28335,neutral
19771,worry
5034,hate
10628,neutral
28383,happiness
11082,neutral
10007,worry
967,sadness
30717,neutral
34829,neutral
8713,worry
27536,happiness
15361,worry
1557,sadness
23967,worry
2644,worry
5654,neutral
30061,neutral
17258,neutral
9392,neutral
38571,worry
26333,neutral
18923,worry
3792,worry
32560,worry
11470,sadness
38148,neutral
18233,sadness
20377,neutral
15017,neutral
17315,sadness
17484,neutral
14584,worry
6434,neutral
28349,neutral
31018,neutral
21239,worry
23589,happiness
5421,neutral
18629,happiness
38989,happiness
9103,neutral
13204,happiness
4518,neutral
32820,love
15576,neutral
15069,worry
9512,happiness
4146,neutral
27817,happiness
25529,neutral
29509,neutral
30592,love
36726,happiness
20042,neutral
19518,sadness
7646,neutral
35233,neutral
26291,worry
35994,love
37388,happiness
36080,sadness
15550,worry
8321,worry
39875,neutral
2116,happiness
17714,worry
18012,sadness
7070,love
12955,worry
20041,happiness
13022,happiness
7449,neutral
22454,worry
33837,worry
4325,neutral
17460,happiness
10865,worry
14597,worry
10393,worry
16072,worry
23400,neutral
13815,worry
31608,neutral
608,neutral
3946,neutral
11857,hate
34781,neutral
9672,worry
1647,worry
5707,sadness
13594,worry
21532,sadness
5941,hate
15553,worry
31033,happiness
9451,worry
14348,neutral
29693,neutral
2133,sadness
10644,worry
10030,neutral
4152,worry
12522,neutral
11489,worry
30349,worry
28213,neutral
9205,worry
2875,neutral
14170,worry
29842,happiness
4775,sadness
198,neutral
28131,happiness
24201,neutral
22853,worry
34906,neutral
24935,neutral
23566,neutral
13924,neutral
3564,worry
27349,neutral
17496,worry
26444,neutral
32434,neutral
33634,love
19931,neutral
21712,happiness
6926,neutral
34127,worry
32211,neutral
17516,worry
15406,worry
18918,worry
13552,worry
20352,neutral
11893,happiness
36710,neutral
24436,neutral
9694,worry
16181,worry
36934,worry
11551,worry
17609,neutral
26692,neutral
29085,neutral
35877,neutral
26648,neutral
29028,worry
1453,worry
18486,worry
19321,worry
28700,neutral
39041,neutral
3265,worry
10508,worry
20497,neutral
5775,worry
32374,love
10424,sadness
31887,love
15267,neutral
1866,neutral
20120,neutral
32491,happiness
7870,neutral
12119,neutral
32005,happiness
8913,sadness
12309,worry
39048,neutral
12690,neutral
20018,neutral
3001,happiness
36911,neutral
30204,neutral
16631,neutral
19331,worry
21643,surprise
28078,neutral
5815,worry
37060,love
262,hate
8442,worry
23943,neutral
15914,neutral
22456,neutral
39499,worry
3875,neutral
13039,neutral
23686,neutral
33253,neutral
34730,happiness
24607,happiness
17518,sadness
13674,neutral
24591,worry
14264,neutral
13969,neutral
20166,neutral
18719,worry
9298,worry
28959,love
11636,neutral
28303,happiness
32333,happiness
28907,happiness
37262,neutral
3077,worry
23014,worry
28968,happiness
7605,neutral
24745,neutral
38546,happiness
31058,worry
6515,worry
34488,neutral
30630,worry
729,neutral
34997,worry
6898,sadness
13634,worry
26949,neutral
36349,love
19119,worry
24601,worry
36964,neutral
36688,neutral
13611,worry
37048,neutral
22521,happiness
20163,neutral
21964,neutral
6735,sadness
10453,worry
9464,worry
11501,neutral
12492,worry
36215,neutral
16634,worry
18203,neutral
11124,worry
30641,happiness
20222,neutral
37995,neutral
624,happiness
38640,worry
1784,neutral
30032,neutral
34903,happiness
36213,love
16041,sadness
740,sadness
14563,neutral
6253,neutral
24043,worry
8435,sadness
22955,neutral
5134,neutral
14181,hate
36901,neutral
33088,love
25987,happiness
1697,neutral
37634,happiness
31892,sadness
7679,worry
6821,worry
31520,neutral
37041,neutral
17301,worry
2825,worry
27613,happiness
22014,worry
26187,happiness
29263,happiness
20060,neutral
8960,neutral
36554,happiness
8541,worry
37965,neutral
13504,neutral
14655,worry
14300,worry
28860,neutral
26057,love
10388,neutral
20835,neutral
32736,worry
18026,sadness
3318,worry
9003,neutral
12783,neutral
9097,worry
17747,worry
38394,neutral
9758,neutral
8795,worry
12013,worry
6778,neutral
10405,neutral
21275,sadness
20934,neutral
32458,happiness
4528,worry
27143,neutral
6231,hate
39156,happiness
18160,worry
28553,worry
12261,worry
21255,neutral
20574,neutral
21154,neutral
14558,neutral
16768,neutral
8099,worry
3016,worry
18843,sadness
27901,neutral
1736,neutral
18206,worry
28755,neutral
14023,neutral
37876,neutral
13488,neutral
29679,neutral
40,worry
19334,worry
22609,happiness
26760,sadness
20524,worry
6053,neutral
655,happiness
27459,happiness
323,sadness
16534,worry
34571,neutral
34238,neutral
13655,love
4968,worry
39305,love
17704,worry
5754,sadness
23681,worry
38632,love
30753,sadness
36063,happiness
22909,neutral
962,neutral
17999,worry
34212,neutral
2757,sadness
8249,neutral
24411,neutral
20988,neutral
17935,worry
26259,neutral
16176,sadness
21220,neutral
7094,worry
857,sadness
34646,neutral
38744,love
26004,neutral
23615,neutral
12212,worry
20078,neutral
20459,neutral
9712,sadness
39591,neutral
27762,happiness
4918,happiness
2992,neutral
34417,happiness
35051,love
12573,neutral
1930,neutral
6420,sadness
7251,hate
7779,neutral
28808,neutral
16751,worry
19918,worry
2296,worry
21525,neutral
27383,neutral
1457,worry
12387,worry
13177,neutral
7638,love
15633,worry
3281,worry
18264,worry
14565,sadness
27064,love
29164,neutral
17817,sadness
32593,neutral
37785,neutral
28348,neutral
12903,worry
16711,neutral
37798,love
26353,neutral
1682,worry
9288,fun
32772,worry
39447,love
25002,neutral
23058,neutral
22602,neutral
39139,neutral
7096,sadness
18955,neutral
24672,neutral
35332,neutral
6013,worry
37860,worry
26791,neutral
39813,worry
33903,neutral
39937,neutral
12179,love
9370,worry
32756,love
18597,worry
39062,worry
9681,sadness
33001,love
10876,sadness
17034,worry
11852,sadness
36417,neutral
29637,happiness
6326,neutral
4564,worry
25900,neutral
550,worry
3930,worry
22186,worry
21016,neutral
33553,neutral
22871,neutral
9532,worry
24367,neutral
20110,worry
31742,happiness
1033,sadness
38966,love
30283,neutral
70,neutral
39796,neutral
12507,neutral
25366,worry
13958,worry
3177,worry
21579,worry
853,hate
6346,worry
29625,neutral
6394,worry
2730,neutral
39249,worry
25486,happiness
29242,neutral
7827,neutral
8899,worry
9480,neutral
28346,neutral
24150,neutral
24620,neutral
4285,worry
7298,worry
12421,worry
24190,neutral
28560,neutral
36094,neutral
29938,happiness
33017,worry
25863,neutral
35815,neutral
9211,worry
128,worry
36815,worry
34082,neutral
38313,neutral
15986,neutral
18345,neutral
18838,worry
2299,happiness
8368,worry
35844,neutral
22879,worry
4400,neutral
19245,worry
3843,neutral
9747,neutral
31869,neutral
37814,happiness
11658,neutral
26135,neutral
24100,neutral
3269,worry
28642,love
37686,love
11567,worry
1687,worry
14303,worry
6432,sadness
23025,worry
38260,neutral
8897,worry
8957,neutral
19003,neutral
26394,neutral
14545,sadness
34918,love
15959,worry
6759,neutral
19490,worry
20820,neutral
1673,neutral
8082,neutral
17846,worry
22078,happiness
14948,happiness
5010,worry
37070,love
30072,love
6314,neutral
17538,love
31614,happiness
11607,neutral
1467,neutral
1895,worry
37468,worry
8857,neutral
10592,worry
26591,sadness
23045,neutral
17588,worry
32403,neutral
2851,sadness
28407,neutral
30271,love
27889,neutral
23119,neutral
25099,neutral
35341,happiness
14064,neutral
16606,neutral
20693,worry
6648,worry
5352,worry
19048,worry
14806,worry
29618,worry
16423,love
2830,worry
35357,neutral
27639,neutral
10470,neutral
33140,neutral
37367,neutral
38547,neutral
33027,neutral
28410,neutral
38217,neutral
15826,neutral
29609,neutral
10378,worry
23358,worry
16386,worry
33824,sadness
23305,neutral
38636,happiness
28344,neutral
4168,neutral
12983,neutral
2907,neutral
22132,neutral
39578,worry
18363,neutral
2276,neutral
12745,sadness
39508,neutral
37196,happiness
21697,love
28136,happiness
25725,worry
15469,happiness
3818,worry
10969,sadness
1331,neutral
23224,neutral
26818,happiness
36456,happiness
33225,love
3979,neutral
35308,happiness
30331,hate
15871,worry
31229,neutral
30688,neutral
6328,neutral
19916,sadness
34451,love
34575,happiness
28882,happiness
14229,sadness
24616,neutral
2622,neutral
15601,sadness
1503,worry
17672,worry
943,happiness
30168,love
30084,neutral
8489,sadness
14458,neutral
13053,worry
26269,neutral
31500,happiness
27146,neutral
4203,neutral
32305,neutral
27316,happiness
24799,neutral
20650,happiness
926,neutral
27054,neutral
37068,happiness
3000,worry
21759,neutral
31985,neutral
27585,neutral
8013,worry
9240,neutral
23420,neutral
26042,neutral
8564,worry
33490,happiness
34504,neutral
27697,neutral
17678,worry
39619,happiness
17561,worry
1731,worry
936,worry
11487,happiness
38307,neutral
37347,worry
29288,neutral
30195,worry
32552,neutral
20318,neutral
39050,neutral
10186,fun
38055,neutral
20406,neutral
39822,happiness
6646,sadness
1451,sadness
21434,neutral
23192,neutral
9235,sadness
21887,neutral
31919,love
8042,worry
9282,worry
22526,worry
39150,love
22389,neutral
13075,worry
22196,neutral
6600,happiness
3840,worry
34889,love
2635,worry
17222,neutral
27979,happiness
30148,neutral
23975,happiness
28630,worry
3104,sadness
29067,worry
37395,neutral
18087,neutral
32647,happiness
8610,worry
36725,neutral
1483,sadness
27047,happiness
26930,neutral
10721,neutral
36431,neutral
2445,sadness
6014,worry
8277,love
19293,worry
4563,worry
311,neutral
31786,neutral
14526,sadness
30674,happiness
24402,neutral
11570,neutral
32790,neutral
1291,neutral
28010,happiness
38701,neutral
3168,neutral
32281,neutral
9444,neutral
21455,neutral
22379,neutral
10562,happiness
5225,worry
25893,neutral
18751,worry
3214,sadness
4156,sadness
9632,sadness
38832,love
19002,sadness
33809,happiness
19315,neutral
18644,worry
5199,sadness
15771,neutral
3425,worry
39046,neutral
34014,neutral
38711,love
36499,fun
23955,neutral
36826,worry
17048,sadness
29049,happiness
5936,worry
6708,worry
1398,neutral
38831,neutral
17079,worry
28776,love
31764,worry
31805,happiness
19458,worry
25158,neutral
5035,sadness
17078,sadness
18662,worry
29884,worry
26516,neutral
35892,love
9164,sadness
37155,neutral
24020,neutral
17160,worry
32338,happiness
20050,happiness
31649,neutral
24482,worry
2856,worry
37222,worry
27203,neutral
39016,worry
28705,worry
19524,worry
26278,neutral
13976,neutral
8413,worry
26520,happiness
35539,neutral
22181,neutral
2885,worry
11477,worry
30010,neutral
30410,neutral
33844,neutral
13167,worry
19025,sadness
13370,worry
38882,neutral
469,worry
39785,worry
26273,neutral
35663,happiness
12050,worry
33738,love
13185,hate
21496,happiness
34304,neutral
10880,worry
17542,worry
37406,neutral
21114,worry
7264,neutral
144,neutral
5148,neutral
38537,love
14117,sadness
21813,neutral
32142,worry
22324,neutral
8879,love
22799,neutral
36984,neutral
20450,neutral
15609,worry
22385,neutral
28998,love
31691,worry
1992,neutral
7337,sadness
14844,worry
38650,neutral
17348,sadness
32676,happiness
39332,neutral
14625,worry
5215,neutral
17987,worry
1034,worry
22236,happiness
23534,happiness
4650,neutral
5071,worry
26114,happiness
36445,neutral
10873,sadness
896,worry
38279,love
24017,happiness
879,neutral
18585,neutral
10888,worry
28944,love
35438,neutral
39550,neutral
29989,happiness
36162,sadness
23552,neutral
6832,sadness
31984,neutral
39524,happiness
8845,neutral
29226,neutral
7364,neutral
27744,worry
8735,worry
34101,neutral
22724,neutral
32809,love
9398,worry
19833,neutral
33145,worry
5954,neutral
11191,neutral
14777,worry
470,neutral
10536,neutral
27707,neutral
3277,worry
37317,worry
4068,neutral
24927,love
33868,love
39949,happiness
2055,neutral
10059,neutral
16188,neutral
5020,neutral
16657,worry
13,neutral
19145,sadness
8821,worry
28159,love
23628,neutral
12107,worry
1319,worry
10881,neutral
31381,neutral
25299,neutral
30165,worry
21549,worry
34550,neutral
18131,neutral
26207,worry
14160,hate
16875,worry
25424,worry
16594,neutral
8976,neutral
33679,love
22944,neutral
21437,worry
11958,sadness
8085,neutral
1791,happiness
13950,worry
14084,worry
19892,neutral
10552,worry
12299,neutral
39451,neutral
1043,worry
19386,sadness
1213,worry
4047,neutral
499,neutral
2331,worry
34478,happiness
15353,happiness
7528,sadness
7133,worry
19663,neutral
11187,worry
25775,worry
38972,happiness
13732,sadness
31799,happiness
7947,neutral
16826,neutral
15484,neutral
22095,neutral
32029,happiness
30318,worry
31867,happiness
27291,love
29380,neutral
37411,worry
2000,worry
24167,neutral
31849,neutral
15809,neutral
22822,happiness
4387,worry
32027,neutral
20453,neutral
39496,love
9266,worry
532,neutral
3102,worry
19616,hate
37723,neutral
29310,happiness
22827,love
14505,worry
11225,worry
18737,neutral
631,happiness
8288,worry
26112,happiness
24361,neutral
39423,neutral
16305,worry
6161,hate
21491,love
29574,happiness
15351,worry
21098,happiness
24186,neutral
1962,worry
11270,neutral
28636,neutral
33113,happiness
8687,sadness
27879,neutral
1786,neutral
33359,happiness
28300,neutral
20876,neutral
26836,neutral
19193,neutral
12900,neutral
26434,neutral
33922,worry
14759,worry
8586,neutral
10669,neutral
29611,neutral
10560,worry
12408,neutral
6803,neutral
35524,worry
37050,neutral
34554,neutral
12488,worry
21614,worry
4943,sadness
32487,neutral
25699,happiness
24978,hate
13505,worry
12724,neutral
1077,worry
17979,worry
1174,neutral
1808,sadness
36557,neutral
15393,sadness
30196,neutral
1323,neutral
29501,neutral
25016,neutral
22147,neutral
13658,worry
16104,worry
596,sadness
1395,worry
7908,love
31690,neutral
14646,sadness
1072,neutral
21284,neutral
9060,neutral
30012,love
36496,happiness
30924,worry
22893,neutral
1478,worry
20216,neutral
3785,worry
18649,neutral
10311,neutral
11015,worry
25379,neutral
14149,sadness
14384,worry
15475,neutral
471,neutral
21893,neutral
16953,worry
20984,love
2362,neutral
30934,neutral
33429,neutral
30404,happiness
25134,neutral
2265,worry
21805,neutral
9588,sadness
27849,neutral
23159,love
19009,neutral
23657,worry
9619,worry
21585,neutral
2982,worry
26083,neutral
25406,happiness
21541,worry
14875,sadness
19543,worry
8677,neutral
19214,worry
30325,neutral
29779,neutral
21666,neutral
18005,sadness
5712,worry
14764,sadness
35991,neutral
24631,neutral
29660,love
28507,neutral
2231,neutral
4569,neutral
7277,sadness
39464,happiness
19854,sadness
28255,worry
26755,neutral
1993,neutral
8871,neutral
3105,sadness
23740,love
21892,love
7028,neutral
27400,neutral
428,worry
15951,neutral
22162,neutral
2240,worry
26908,worry
17827,worry
96,neutral
37826,neutral
35588,love
23461,neutral
17024,neutral
35430,neutral
12759,worry
2020,worry
18481,sadness
23469,neutral
29177,love
24388,neutral
22810,neutral
14843,happiness
30248,happiness
25959,neutral
15420,sadness
27120,happiness
28781,neutral
2868,neutral
18985,worry
15637,neutral
217,worry
3548,sadness
1162,neutral
15392,neutral
11547,neutral
36293,sadness
28388,neutral
9170,neutral
13681,worry
25436,worry
2505,neutral
8858,worry
18707,worry
16739,neutral
38190,neutral
1413,neutral
12469,worry
10849,worry
31221,neutral
24261,happiness
24483,worry
5304,neutral
34232,worry
34041,neutral
10397,worry
15102,worry
16166,neutral
38837,neutral
31494,neutral
36092,neutral
19150,neutral
1640,happiness
12630,happiness
11868,neutral
8612,worry
5881,neutral
28056,happiness
447,neutral
33410,neutral
15594,worry
30201,neutral
4289,worry
22430,love
13097,neutral
30737,neutral
35156,neutral
14320,sadness
27986,neutral
12830,neutral
1900,neutral
36217,neutral
29128,worry
18373,worry
18393,worry
3431,worry
35383,worry
17008,worry
8106,sadness
12613,sadness
4520,worry
1829,neutral
39558,worry
686,sadness
19341,sadness
18111,neutral
26778,neutral
9661,neutral
3935,worry
34640,neutral
8755,neutral
11105,neutral
35159,neutral
37394,neutral
37122,neutral
16098,worry
12528,neutral
18112,neutral
19111,sadness
38863,worry
38663,worry
29839,neutral
31664,worry
1562,neutral
584,neutral
14156,neutral
2528,neutral
11450,worry
23547,neutral
18398,worry
34770,happiness
7122,worry
23294,neutral
12972,neutral
12883,fun
1681,worry
24284,happiness
6899,worry
16345,hate
22665,happiness
32058,worry
19392,sadness
22071,happiness
14275,worry
28433,neutral
7571,sadness
8970,worry
26504,neutral
39131,love
12628,neutral
20404,neutral
14615,neutral
13659,neutral
18853,neutral
26073,neutral
22790,worry
22817,worry
22749,love
18010,neutral
23200,worry
19719,neutral
31462,neutral
26465,happiness
724,neutral
25094,neutral
23477,happiness
26089,happiness
37282,neutral
15452,love
37856,neutral
18085,neutral
5343,worry
25330,neutral
15606,worry
20351,neutral
8765,worry
9237,neutral
36082,love
20838,worry
16268,worry
13852,neutral
14822,happiness
34358,neutral
18697,neutral
29563,happiness
11257,worry
13952,neutral
28069,neutral
31739,neutral
26875,love
20021,worry
18462,worry
10183,neutral
31167,neutral
35155,happiness
6427,love
39231,worry
37425,neutral
33148,neutral
10742,sadness
19291,worry
26858,worry
36450,neutral
20636,neutral
26077,happiness
25756,worry
7568,neutral
12887,worry
28780,neutral
17775,worry
19099,worry
32998,neutral
29776,neutral
33335,neutral
13398,sadness
1023,worry
3928,neutral
10735,neutral
29260,neutral
37809,neutral
26285,happiness
22812,neutral
4771,worry
16408,neutral
2585,neutral
26895,neutral
33749,neutral
34938,happiness
13766,neutral
6267,worry
11234,happiness
7303,happiness
38747,neutral
18172,fun
10801,happiness
1763,neutral
12480,neutral
31081,neutral
36409,neutral
36335,neutral
30446,love
1232,neutral
33956,love
30117,neutral
18189,worry
6056,worry
3933,neutral
21402,neutral
19401,neutral
39123,happiness
13451,worry
2149,sadness
38495,love
15625,neutral
25483,neutral
7090,worry
38308,neutral
28870,happiness
34477,love
28580,neutral
16250,neutral
7964,worry
37696,worry
27842,love
20723,neutral
23012,happiness
22887,worry
8768,worry
1303,worry
16860,worry
33021,neutral
36192,worry
37385,neutral
34105,neutral
2608,neutral
16296,sadness
36538,happiness
22171,neutral
18575,worry
12784,sadness
10917,neutral
16904,sadness
8230,worry
5726,worry
8256,neutral
15532,worry
18353,neutral
29488,worry
21481,happiness
38525,neutral
429,worry
34744,love
23493,happiness
30777,neutral
15593,worry
21410,neutral
20990,worry
19594,worry
21557,neutral
24145,worry
25328,happiness
22802,neutral
25924,neutral
32354,neutral
38416,worry
36279,worry
26440,happiness
9038,happiness
38023,neutral
17735,worry
36117,fun
23127,neutral
13202,neutral
16613,neutral
39026,neutral
14555,worry
16410,sadness
38836,love
13360,sadness
210,sadness
29399,neutral
5231,sadness
21115,neutral
25489,happiness
24445,worry
8416,worry
32448,happiness
39577,neutral
23449,neutral
27365,neutral
23304,neutral
25349,worry
30837,love
26006,love
7685,worry
31687,neutral
8814,worry
16255,worry
15311,neutral
4202,neutral
38894,worry
263,neutral
12524,worry
32858,neutral
273,neutral
34463,neutral
34021,neutral
18826,worry
30486,neutral
6424,worry
15137,worry
1194,neutral
15363,worry
2300,worry
1426,neutral
4810,hate
33149,neutral
5563,sadness
14540,neutral
13377,neutral
22070,worry
24459,neutral
28329,happiness
27821,neutral
2111,neutral
9766,worry
3161,neutral
3944,sadness
24839,happiness
39597,happiness
15331,neutral
24608,worry
28662,happiness
10035,neutral
33245,worry
25458,sadness
2744,neutral
39162,neutral
7822,neutral
32782,neutral
11032,worry
19045,worry
6675,happiness
24443,neutral
23685,neutral
18892,worry
38846,happiness
35295,love
16597,worry
37037,neutral
30662,worry
14295,neutral
34098,neutral
15482,neutral
5869,worry
15242,neutral
37980,love
1157,worry
35751,love
22848,love
8059,worry
32131,love
2814,worry
36204,worry
24967,neutral
13063,worry
27061,happiness
17559,sadness
18674,worry
34948,love
10081,neutral
30364,happiness
26839,happiness
38634,worry
36040,worry
13954,neutral
28274,neutral
9381,worry
19031,happiness
22645,worry
15937,worry
26130,neutral
12596,worry
15209,sadness
25239,neutral
343,sadness
24158,neutral
37503,neutral
11438,sadness
22188,sadness
20397,happiness
6670,happiness
11849,neutral
38386,neutral
23951,neutral
11990,sadness
13415,worry
2325,worry
39512,love
7268,worry
12966,neutral
6988,neutral
33514,neutral
13713,neutral
7775,neutral
37192,neutral
10882,neutral
8020,neutral
32530,neutral
3615,neutral
36113,happiness
15241,worry
2351,worry
32102,worry
4160,worry
33865,happiness
25794,neutral
31785,neutral
10930,neutral
17455,worry
17250,worry
27783,neutral
8087,sadness
12586,worry
4974,neutral
21862,neutral
8206,neutral
3861,worry
505,hate
25495,worry
15884,neutral
27780,neutral
36400,neutral
8350,sadness
15931,neutral
19857,sadness
6324,worry
30095,worry
15711,neutral
19802,neutral
9263,neutral
12859,neutral
37161,neutral
36485,neutral
5946,neutral
2496,worry
11591,sadness
23588,worry
32098,worry
9591,neutral
27813,worry
38653,neutral
29869,neutral
22565,worry
13396,neutral
7112,sadness
25687,neutral
322,neutral
14168,worry
38242,worry
30312,neutral
22175,neutral
34416,neutral
16036,neutral
32709,worry
27881,happiness
15124,neutral
28171,worry
33479,worry
29138,neutral
621,neutral
20640,happiness
29050,neutral
4740,worry
18180,sadness
18266,neutral
30290,happiness
35597,neutral
21693,worry
29386,neutral
3018,worry
30433,neutral
18113,neutral
9163,worry
38469,neutral
33389,worry
509,neutral
35273,happiness
12033,worry
34300,love
17503,neutral
31903,love
29000,neutral
39190,happiness
26509,love
37267,happiness
25802,happiness
23344,neutral
36157,neutral
33179,happiness
37526,neutral
32614,neutral
6482,worry
7672,happiness
22046,worry
38024,happiness
23733,love
16145,sadness
34115,neutral
29787,happiness
18422,neutral
20737,love
3220,neutral
25956,worry
2772,neutral
19922,neutral
748,worry
37705,happiness
39413,worry
377,neutral
33883,neutral
24780,neutral
39538,love
34270,worry
39707,happiness
30470,worry
9708,worry
26677,happiness
38630,neutral
24128,worry
25449,worry
7212,hate
35333,neutral
17362,worry
20604,neutral
14741,neutral
18370,neutral
32866,worry
27271,neutral
31693,worry
180,neutral
1616,neutral
5567,worry
18941,worry
22938,happiness
20109,neutral
39918,happiness
