,id,sentiment
343,32148,love
344,18992,sadness
345,39238,happiness
346,14146,neutral
347,1670,neutral
348,33645,happiness
349,18304,sadness
350,39586,happiness
351,31458,love
352,36494,neutral
353,35228,neutral
354,34617,neutral
355,24219,worry
356,30769,neutral
357,18611,neutral
358,20395,love
359,21900,love
360,5040,sadness
361,3876,worry
362,8317,sadness
363,20046,happiness
364,1911,worry
365,19151,sadness
366,16675,worry
367,37363,neutral
368,15214,neutral
369,3219,worry
370,9192,worry
371,20728,neutral
372,30821,happiness
373,11081,worry
374,27003,worry
375,5501,neutral
376,32523,neutral
377,39925,love
378,35083,neutral
379,35550,happiness
380,38908,happiness
381,1536,worry
382,25524,neutral
383,30532,worry
384,35967,happiness
385,21193,neutral
386,19244,neutral
387,18734,worry
388,3074,worry
389,17520,neutral
390,36669,happiness
391,23182,neutral
392,18808,neutral
393,14832,worry
394,2741,sadness
395,18720,worry
396,16942,worry
397,8829,worry
398,5100,worry
399,13925,worry
400,20937,neutral
401,18963,worry
402,10741,worry
403,10428,sadness
404,11965,worry
405,36824,neutral
406,26540,neutral
407,8739,neutral
408,2182,neutral
409,33976,happiness
410,24428,worry
411,23670,worry
412,4630,happiness
413,3461,worry
414,30884,worry
415,27205,worry
416,12623,worry
417,16144,worry
418,2158,worry
419,24572,worry
420,21641,worry
421,23875,happiness
422,33327,happiness
423,18926,worry
424,36578,happiness
425,31266,worry
426,25511,neutral
427,4672,worry
428,6972,love
429,4265,worry
430,30059,neutral
431,26618,love
432,12435,worry
433,15117,sadness
434,21124,happiness
435,15518,worry
436,18310,hate
437,31487,worry
438,6181,sadness
439,19034,worry
440,23441,neutral
441,15499,worry
442,7560,love
443,6742,worry
444,32484,happiness
445,34244,love
446,9016,worry
447,15607,worry
448,13835,neutral
449,34735,neutral
450,30490,love
451,22160,worry
452,35784,neutral
453,31092,happiness
454,2308,worry
455,34677,love
456,33250,neutral
457,21535,worry
458,26644,happiness
459,5426,happiness
460,9841,sadness
461,32964,neutral
462,30647,neutral
463,7721,love
464,6188,worry
465,25086,happiness
466,11127,sadness
467,4785,hate
468,1796,neutral
469,6620,worry
470,33770,neutral
471,32899,worry
472,39704,neutral
473,15341,neutral
474,39507,love
475,2541,happiness
476,39992,love
477,15002,worry
478,33202,love
479,34429,happiness
480,12923,worry
481,12029,sadness
482,3899,neutral
483,28335,neutral
484,19771,worry
485,5034,hate
486,10628,worry
487,28383,happiness
488,11082,neutral
489,10007,neutral
490,967,sadness
491,30717,neutral
492,34829,neutral
493,8713,worry
494,27536,happiness
495,15361,worry
496,1557,sadness
497,23967,worry
498,2644,worry
499,5654,worry
500,30061,neutral
501,17258,worry
502,9392,neutral
503,38571,worry
504,26333,neutral
505,18923,worry
506,3792,worry
507,32560,worry
508,11470,worry
509,38148,happiness
510,18233,sadness
511,20377,neutral
512,15017,neutral
513,17315,sadness
514,17484,neutral
515,14584,worry
516,6434,neutral
517,28349,neutral
518,31018,neutral
519,21239,worry
520,23589,happiness
521,5421,sadness
522,18629,happiness
523,38989,happiness
524,9103,neutral
525,13204,worry
526,4518,sadness
527,32820,love
528,15576,worry
529,15069,worry
530,9512,happiness
531,4146,sadness
532,27817,happiness
533,25529,neutral
534,29509,neutral
535,30592,love
536,36726,happiness
537,20042,happiness
538,19518,sadness
539,7646,neutral
540,35233,neutral
541,26291,worry
542,35994,love
543,37388,happiness
544,36080,love
545,15550,worry
546,8321,neutral
547,39875,neutral
548,2116,neutral
549,17714,worry
550,18012,sadness
551,7070,neutral
552,12955,worry
553,20041,happiness
554,13022,neutral
555,7449,neutral
556,22454,worry
557,33837,worry
558,4325,worry
559,17460,happiness
560,10865,worry
561,14597,worry
562,10393,worry
563,16072,worry
564,23400,neutral
565,13815,worry
566,31608,neutral
567,608,neutral
568,3946,neutral
569,11857,hate
570,34781,happiness
571,9672,worry
572,1647,worry
573,5707,sadness
574,13594,worry
575,21532,sadness
576,5941,hate
577,15553,worry
578,31033,happiness
579,9451,worry
580,14348,neutral
581,29693,surprise
582,2133,sadness
583,10644,worry
584,10030,worry
585,4152,worry
586,12522,sadness
587,11489,worry
588,30349,neutral
589,28213,neutral
590,9205,worry
591,2875,worry
592,14170,worry
593,29842,happiness
594,4775,neutral
595,198,neutral
596,28131,happiness
597,24201,neutral
598,22853,worry
599,34906,neutral
600,24935,neutral
601,23566,neutral
602,13924,neutral
603,3564,worry
604,27349,worry
605,17496,worry
606,26444,neutral
607,32434,neutral
608,33634,love
609,19931,neutral
610,21712,neutral
611,6926,worry
612,34127,worry
613,32211,happiness
614,17516,worry
615,15406,worry
616,18918,worry
617,13552,worry
618,20352,neutral
619,11893,worry
620,36710,neutral
621,24436,neutral
622,9694,worry
623,16181,worry
624,36934,worry
625,11551,worry
626,17609,neutral
627,26692,neutral
628,29085,neutral
629,35877,neutral
630,26648,neutral
631,29028,worry
632,1453,neutral
633,18486,worry
634,19321,worry
635,28700,neutral
636,39041,neutral
637,3265,worry
638,10508,worry
639,20497,neutral
640,5775,worry
641,32374,love
642,10424,worry
643,31887,love
644,15267,neutral
645,1866,neutral
646,20120,neutral
647,32491,happiness
648,7870,worry
649,12119,worry
650,32005,happiness
651,8913,worry
652,12309,worry
653,39048,neutral
654,12690,neutral
655,20018,neutral
656,3001,happiness
657,36911,neutral
658,30204,neutral
659,16631,neutral
660,19331,worry
661,21643,surprise
662,28078,neutral
663,5815,worry
664,37060,love
665,262,neutral
666,8442,worry
667,23943,neutral
668,15914,happiness
669,22456,worry
670,39499,worry
671,3875,neutral
672,13039,neutral
673,23686,worry
674,33253,neutral
675,34730,love
676,24607,happiness
677,17518,worry
678,13674,neutral
679,24591,worry
680,14264,neutral
681,13969,neutral
682,20166,neutral
683,18719,worry
684,9298,worry
685,28959,love
686,11636,neutral
687,28303,happiness
688,32333,happiness
689,28907,happiness
690,37262,neutral
691,3077,worry
692,23014,worry
693,28968,happiness
694,7605,neutral
695,24745,neutral
696,38546,happiness
697,31058,worry
698,6515,worry
699,34488,neutral
700,30630,worry
701,729,neutral
702,34997,worry
703,6898,sadness
704,13634,worry
705,26949,worry
706,36349,love
707,19119,worry
708,24601,worry
709,36964,neutral
710,36688,neutral
711,13611,worry
712,37048,neutral
713,22521,sadness
714,20163,neutral
715,21964,worry
716,6735,sadness
717,10453,worry
718,9464,worry
719,11501,neutral
720,12492,worry
721,36215,neutral
722,16634,sadness
723,18203,neutral
724,11124,worry
725,30641,happiness
726,20222,neutral
727,37995,neutral
728,624,happiness
729,38640,worry
730,1784,neutral
731,30032,neutral
732,34903,happiness
733,36213,happiness
734,16041,worry
735,740,sadness
736,14563,neutral
737,6253,worry
738,24043,worry
739,8435,sadness
740,22955,happiness
741,5134,happiness
742,14181,love
743,36901,neutral
744,33088,love
745,25987,neutral
746,1697,sadness
747,37634,happiness
748,31892,sadness
749,7679,worry
750,6821,sadness
751,31520,neutral
752,37041,neutral
753,17301,worry
754,2825,worry
755,27613,happiness
756,22014,worry
757,26187,happiness
758,29263,happiness
759,20060,neutral
760,8960,neutral
761,36554,happiness
762,8541,worry
763,37965,happiness
764,13504,neutral
765,14655,worry
766,14300,worry
767,28860,neutral
768,26057,love
769,10388,neutral
770,20835,happiness
771,32736,worry
772,18026,worry
773,3318,worry
774,9003,neutral
775,12783,neutral
776,9097,sadness
777,17747,worry
778,38394,neutral
779,9758,neutral
780,8795,worry
781,12013,worry
782,6778,worry
783,10405,neutral
784,21275,sadness
785,20934,happiness
786,32458,happiness
787,4528,worry
788,27143,neutral
789,6231,hate
790,39156,happiness
791,18160,worry
792,28553,worry
793,12261,worry
794,21255,neutral
795,20574,neutral
796,21154,neutral
797,14558,worry
798,16768,worry
799,8099,worry
800,3016,worry
801,18843,sadness
802,27901,neutral
803,1736,worry
804,18206,worry
805,28755,neutral
806,14023,neutral
807,37876,neutral
808,13488,worry
809,29679,neutral
810,40,worry
811,19334,worry
812,22609,happiness
813,26760,sadness
814,20524,worry
815,6053,neutral
816,655,neutral
817,27459,happiness
818,323,sadness
819,16534,worry
820,34571,neutral
821,34238,neutral
822,13655,love
823,4968,worry
824,39305,love
825,17704,sadness
826,5754,sadness
827,23681,worry
828,38632,love
829,30753,sadness
830,36063,happiness
831,22909,neutral
832,962,neutral
833,17999,worry
834,34212,neutral
835,2757,sadness
836,8249,neutral
837,24411,neutral
838,20988,happiness
839,17935,worry
840,26259,worry
841,16176,sadness
842,21220,neutral
843,7094,worry
844,857,sadness
845,34646,worry
846,38744,love
847,26004,neutral
848,23615,neutral
849,12212,worry
850,20078,neutral
851,20459,neutral
852,9712,worry
853,39591,neutral
854,27762,happiness
855,4918,happiness
856,2992,worry
857,34417,happiness
858,35051,love
859,12573,neutral
860,1930,neutral
861,6420,sadness
862,7251,hate
863,7779,neutral
864,28808,neutral
865,16751,worry
866,19918,worry
867,2296,worry
868,21525,neutral
869,27383,neutral
870,1457,worry
871,12387,worry
872,13177,worry
873,7638,neutral
874,15633,worry
875,3281,worry
876,18264,worry
877,14565,sadness
878,27064,love
879,29164,neutral
880,17817,sadness
881,32593,happiness
882,37785,neutral
883,28348,neutral
884,12903,worry
885,16711,neutral
886,37798,love
887,26353,neutral
888,1682,worry
889,9288,worry
890,32772,worry
891,39447,happiness
892,25002,neutral
893,23058,happiness
894,22602,neutral
895,39139,neutral
896,7096,neutral
897,18955,worry
898,24672,neutral
899,35332,neutral
900,6013,worry
901,37860,worry
902,26791,happiness
903,39813,worry
904,33903,neutral
905,39937,neutral
906,12179,worry
907,9370,neutral
908,32756,love
909,18597,worry
910,39062,worry
911,9681,sadness
912,33001,love
913,10876,sadness
914,17034,worry
915,11852,worry
916,36417,neutral
917,29637,happiness
918,6326,worry
919,4564,love
920,25900,neutral
921,550,worry
922,3930,neutral
923,22186,worry
924,21016,neutral
925,33553,worry
926,22871,worry
927,9532,worry
928,24367,happiness
929,20110,worry
930,31742,happiness
931,1033,sadness
932,38966,love
933,30283,neutral
934,70,neutral
935,39796,neutral
936,12507,worry
937,25366,worry
938,13958,worry
939,3177,worry
940,21579,worry
941,853,worry
942,6346,worry
943,29625,neutral
944,6394,worry
945,2730,neutral
946,39249,worry
947,25486,happiness
948,29242,neutral
949,7827,neutral
950,8899,worry
951,9480,neutral
952,28346,neutral
953,24150,neutral
954,24620,neutral
955,4285,worry
956,7298,worry
957,12421,worry
958,24190,sadness
959,28560,neutral
960,36094,neutral
961,29938,happiness
962,33017,neutral
963,25863,happiness
964,35815,neutral
965,9211,worry
966,128,worry
967,36815,worry
968,34082,neutral
969,38313,neutral
970,15986,neutral
971,18345,neutral
972,18838,worry
973,2299,happiness
974,8368,worry
975,35844,neutral
976,22879,worry
977,4400,neutral
978,19245,worry
979,3843,neutral
980,9747,worry
981,31869,neutral
982,37814,happiness
983,11658,neutral
984,26135,neutral
985,24100,neutral
986,3269,worry
987,28642,love
988,37686,love
989,11567,worry
990,1687,sadness
991,14303,worry
992,6432,sadness
993,23025,worry
994,38260,happiness
995,8897,worry
996,8957,sadness
997,19003,neutral
998,26394,neutral
999,14545,sadness
1000,34918,love
1001,15959,worry
1002,6759,neutral
1003,19490,sadness
1004,20820,neutral
1005,1673,worry
1006,8082,neutral
1007,17846,worry
1008,22078,happiness
1009,14948,worry
1010,5010,worry
1011,37070,love
1012,30072,love
1013,6314,neutral
1014,17538,love
1015,31614,happiness
1016,11607,neutral
1017,1467,neutral
1018,1895,worry
1019,37468,worry
1020,8857,neutral
1021,10592,worry
1022,26591,sadness
1023,23045,neutral
1024,17588,worry
1025,32403,neutral
1026,2851,sadness
1027,28407,neutral
1028,30271,love
1029,27889,neutral
1030,23119,neutral
1031,25099,neutral
1032,35341,worry
1033,14064,neutral
1034,16606,neutral
1035,20693,worry
1036,6648,worry
1037,5352,worry
1038,19048,worry
1039,14806,worry
1040,29618,worry
1041,16423,love
1042,2830,neutral
1043,35357,worry
1044,27639,neutral
1045,10470,neutral
1046,33140,neutral
1047,37367,neutral
1048,38547,worry
1049,33027,neutral
1050,28410,neutral
1051,38217,neutral
1052,15826,worry
1053,29609,neutral
1054,10378,worry
1055,23358,worry
1056,16386,worry
1057,33824,sadness
1058,23305,neutral
1059,38636,happiness
1060,28344,neutral
1061,4168,neutral
1062,12983,neutral
1063,2907,neutral
1064,22132,neutral
1065,39578,worry
1066,18363,neutral
1067,2276,worry
1068,12745,sadness
1069,39508,happiness
1070,37196,love
1071,21697,love
1072,28136,happiness
1073,25725,worry
1074,15469,happiness
1075,3818,sadness
1076,10969,love
1077,1331,neutral
1078,23224,neutral
1079,26818,happiness
1080,36456,happiness
1081,33225,love
1082,3979,neutral
1083,35308,happiness
1084,30331,neutral
1085,15871,neutral
1086,31229,neutral
1087,30688,neutral
1088,6328,worry
1089,19916,sadness
1090,34451,love
1091,34575,happiness
1092,28882,neutral
1093,14229,sadness
1094,24616,neutral
1095,2622,neutral
1096,15601,sadness
1097,1503,neutral
1098,17672,worry
1099,943,happiness
1100,30168,love
1101,30084,happiness
1102,8489,sadness
1103,14458,neutral
1104,13053,worry
1105,26269,neutral
1106,31500,happiness
1107,27146,neutral
1108,4203,sadness
1109,32305,neutral
1110,27316,neutral
1111,24799,worry
1112,20650,happiness
1113,926,worry
1114,27054,happiness
1115,37068,love
1116,3000,worry
1117,21759,worry
1118,31985,neutral
1119,27585,worry
1120,8013,worry
1121,9240,neutral
1122,23420,neutral
1123,26042,neutral
1124,8564,worry
1125,33490,neutral
1126,34504,neutral
1127,27697,happiness
1128,17678,worry
1129,39619,happiness
1130,17561,worry
1131,1731,worry
1132,936,worry
1133,11487,happiness
1134,38307,neutral
1135,37347,worry
1136,29288,neutral
1137,30195,worry
1138,32552,neutral
1139,20318,neutral
1140,39050,neutral
1141,10186,neutral
1142,38055,neutral
1143,20406,neutral
1144,39822,happiness
1145,6646,worry
1146,1451,sadness
1147,21434,happiness
1148,23192,neutral
1149,9235,worry
1150,21887,neutral
1151,31919,love
1152,8042,hate
1153,9282,worry
1154,22526,worry
1155,39150,love
1156,22389,worry
1157,13075,worry
1158,22196,neutral
1159,6600,happiness
1160,3840,worry
1161,34889,love
1162,2635,worry
1163,17222,neutral
1164,27979,neutral
1165,30148,worry
1166,23975,happiness
1167,28630,worry
1168,3104,sadness
1169,29067,happiness
1170,37395,neutral
1171,18087,worry
1172,32647,happiness
1173,8610,worry
1174,36725,neutral
1175,1483,sadness
1176,27047,worry
1177,26930,worry
1178,10721,neutral
1179,36431,neutral
1180,2445,worry
1181,6014,worry
1182,8277,love
1183,19293,worry
1184,4563,worry
1185,311,worry
1186,31786,worry
1187,14526,sadness
1188,30674,happiness
1189,24402,neutral
1190,11570,neutral
1191,32790,happiness
1192,1291,neutral
1193,28010,happiness
1194,38701,neutral
1195,3168,neutral
1196,32281,sadness
1197,9444,neutral
1198,21455,happiness
1199,22379,neutral
1200,10562,happiness
1201,5225,worry
1202,25893,neutral
1203,18751,worry
1204,3214,sadness
1205,4156,worry
1206,9632,sadness
1207,38832,love
1208,19002,sadness
1209,33809,happiness
1210,19315,neutral
1211,18644,worry
1212,5199,sadness
1213,15771,worry
1214,3425,neutral
1215,39046,neutral
1216,34014,neutral
1217,38711,love
1218,36499,worry
1219,23955,neutral
1220,36826,worry
1221,17048,sadness
1222,29049,happiness
1223,5936,worry
1224,6708,worry
1225,1398,neutral
1226,38831,happiness
1227,17079,worry
1228,28776,love
1229,31764,worry
1230,31805,happiness
1231,19458,worry
1232,25158,worry
1233,5035,sadness
1234,17078,sadness
1235,18662,worry
1236,29884,worry
1237,26516,happiness
1238,35892,love
1239,9164,worry
1240,37155,happiness
1241,24020,neutral
1242,17160,neutral
1243,32338,happiness
1244,20050,happiness
1245,31649,neutral
1246,24482,worry
1247,2856,worry
1248,37222,worry
1249,27203,neutral
1250,39016,happiness
1251,28705,happiness
1252,19524,worry
1253,26278,neutral
1254,13976,neutral
1255,8413,sadness
1256,26520,happiness
1257,35539,worry
1258,22181,neutral
1259,2885,worry
1260,11477,worry
1261,30010,neutral
1262,30410,neutral
1263,33844,worry
1264,13167,worry
1265,19025,sadness
1266,13370,worry
1267,38882,neutral
1268,469,sadness
1269,39785,worry
1270,26273,neutral
1271,35663,happiness
1272,12050,worry
1273,33738,love
1274,13185,worry
1275,21496,happiness
1276,34304,neutral
1277,10880,worry
1278,17542,worry
1279,37406,neutral
1280,21114,worry
1281,7264,neutral
1282,144,neutral
1283,5148,worry
1284,38537,love
1285,14117,sadness
1286,21813,neutral
1287,32142,worry
1288,22324,neutral
1289,8879,love
1290,22799,neutral
1291,36984,neutral
1292,20450,neutral
1293,15609,worry
1294,22385,neutral
1295,28998,love
1296,31691,worry
1297,1992,worry
1298,7337,sadness
1299,14844,sadness
1300,38650,neutral
1301,17348,sadness
1302,32676,happiness
1303,39332,neutral
1304,14625,worry
1305,5215,worry
1306,17987,worry
1307,1034,worry
1308,22236,happiness
1309,23534,happiness
1310,4650,neutral
1311,5071,neutral
1312,26114,happiness
1313,36445,neutral
1314,10873,sadness
1315,896,sadness
1316,38279,love
1317,24017,happiness
1318,879,neutral
1319,18585,neutral
1320,10888,worry
1321,28944,love
1322,35438,neutral
1323,39550,happiness
1324,29989,happiness
1325,36162,sadness
1326,23552,neutral
1327,6832,sadness
1328,31984,worry
1329,39524,happiness
1330,8845,neutral
1331,29226,neutral
1332,7364,neutral
1333,27744,worry
1334,8735,worry
1335,34101,neutral
1336,22724,neutral
1337,32809,happiness
1338,9398,worry
1339,19833,worry
1340,33145,worry
1341,5954,neutral
1342,11191,sadness
1343,14777,worry
1344,470,worry
1345,10536,neutral
1346,27707,neutral
1347,3277,worry
1348,37317,worry
1349,4068,neutral
1350,24927,love
1351,33868,love
1352,39949,happiness
1353,2055,neutral
1354,10059,neutral
1355,16188,neutral
1356,5020,worry
1357,16657,worry
1358,13,neutral
1359,19145,worry
1360,8821,worry
1361,28159,love
1362,23628,neutral
1363,12107,neutral
1364,1319,worry
1365,10881,sadness
1366,31381,neutral
1367,25299,neutral
1368,30165,worry
1369,21549,worry
1370,34550,neutral
1371,18131,neutral
1372,26207,worry
1373,14160,hate
1374,16875,worry
1375,25424,neutral
1376,16594,neutral
1377,8976,worry
1378,33679,love
1379,22944,neutral
1380,21437,worry
1381,11958,sadness
1382,8085,worry
1383,1791,worry
1384,13950,worry
1385,14084,neutral
1386,19892,sadness
1387,10552,worry
1388,12299,worry
1389,39451,happiness
1390,1043,worry
1391,19386,sadness
1392,1213,surprise
1393,4047,neutral
1394,499,hate
1395,2331,worry
1396,34478,happiness
1397,15353,happiness
1398,7528,worry
1399,7133,worry
1400,19663,neutral
1401,11187,worry
1402,25775,worry
1403,38972,worry
1404,13732,sadness
1405,31799,happiness
1406,7947,neutral
1407,16826,neutral
1408,15484,neutral
1409,22095,neutral
1410,32029,happiness
1411,30318,worry
1412,31867,happiness
1413,27291,sadness
1414,29380,neutral
1415,37411,worry
1416,2000,worry
1417,24167,neutral
1418,31849,happiness
1419,15809,worry
1420,22822,happiness
1421,4387,worry
1422,32027,happiness
1423,20453,neutral
1424,39496,love
1425,9266,worry
1426,532,neutral
1427,3102,worry
1428,19616,hate
1429,37723,worry
1430,29310,happiness
1431,22827,love
1432,14505,worry
1433,11225,worry
1434,18737,neutral
1435,631,happiness
1436,8288,worry
1437,26112,worry
1438,24361,worry
1439,39423,neutral
1440,16305,worry
1441,6161,hate
1442,21491,love
1443,29574,happiness
1444,15351,worry
1445,21098,happiness
1446,24186,neutral
1447,1962,worry
1448,11270,neutral
1449,28636,neutral
1450,33113,happiness
1451,8687,worry
1452,27879,neutral
1453,1786,neutral
1454,33359,neutral
1455,28300,happiness
1456,20876,neutral
1457,26836,neutral
1458,19193,worry
1459,12900,neutral
1460,26434,neutral
1461,33922,worry
1462,14759,worry
1463,8586,neutral
1464,10669,neutral
1465,29611,neutral
1466,10560,worry
1467,12408,neutral
1468,6803,neutral
1469,35524,worry
1470,37050,neutral
1471,34554,worry
1472,12488,worry
1473,21614,neutral
1474,4943,sadness
1475,32487,worry
1476,25699,happiness
1477,24978,hate
1478,13505,worry
1479,12724,worry
1480,1077,worry
1481,17979,neutral
1482,1174,neutral
1483,1808,sadness
1484,36557,neutral
1485,15393,sadness
1486,30196,neutral
1487,1323,neutral
1488,29501,neutral
1489,25016,neutral
1490,22147,happiness
1491,13658,worry
1492,16104,worry
1493,596,neutral
1494,1395,worry
1495,7908,worry
1496,31690,neutral
1497,14646,sadness
1498,1072,neutral
1499,21284,neutral
1500,9060,neutral
1501,30012,love
1502,36496,worry
1503,30924,worry
1504,22893,neutral
1505,1478,worry
1506,20216,neutral
1507,3785,worry
1508,18649,neutral
1509,10311,worry
1510,11015,worry
1511,25379,worry
1512,14149,sadness
1513,14384,worry
1514,15475,neutral
1515,471,neutral
1516,21893,neutral
1517,16953,worry
1518,20984,love
1519,2362,sadness
1520,30934,worry
1521,33429,neutral
1522,30404,happiness
1523,25134,neutral
1524,2265,worry
1525,21805,neutral
1526,9588,sadness
1527,27849,neutral
1528,23159,love
1529,19009,neutral
1530,23657,neutral
1531,9619,worry
1532,21585,happiness
1533,2982,worry
1534,26083,neutral
1535,25406,happiness
1536,21541,worry
1537,14875,sadness
1538,19543,neutral
1539,8677,worry
1540,19214,worry
1541,30325,worry
1542,29779,neutral
1543,21666,neutral
1544,18005,sadness
1545,5712,worry
1546,14764,sadness
1547,35991,neutral
1548,24631,neutral
1549,29660,love
1550,28507,neutral
1551,2231,worry
1552,4569,neutral
1553,7277,sadness
1554,39464,love
1555,19854,sadness
1556,28255,worry
1557,26755,neutral
1558,1993,neutral
1559,8871,neutral
1560,3105,sadness
1561,23740,love
1562,21892,love
1563,7028,worry
1564,27400,neutral
1565,428,worry
1566,15951,neutral
1567,22162,neutral
1568,2240,worry
1569,26908,worry
1570,17827,worry
1571,96,sadness
1572,37826,neutral
1573,35588,worry
1574,23461,neutral
1575,17024,neutral
1576,35430,neutral
1577,12759,worry
1578,2020,worry
1579,18481,worry
1580,23469,worry
1581,29177,love
1582,24388,neutral
